"Room","Title","Description","Singers (one line)","YoutubeID"
"D4 Media","Eenthathanalil | Hijaz | D4media","Eenthathanalil | Hijaz | Music: Chand Pasha | Singers: Shareef Cochin, Shahanas, Jamal Pasha | ഈന്തത്തണലിൽ | ഹിജാസ് | സംഗീതം:ചാന്ദ് പാഷ | ആലാപനം: ശരീഫ് കൊച്ചിൻ, ഷഹനാസ്, ജമാൽ പാഷ | © D4media","Shareef Cochin, Shahanas, Jamal Pasha","0NTdx0kw444"
"D4 Media","Hijaze Nee Karayoo | Hijaz | D4media","Hijaze Nee Karayoo | Hijaz | Music: Chand Pasha | Singers: Shareef Cochin, Shahanas, Jamal Pasha | ഹിജാസേ നീ കരയൂ | ഹിജാസ് | സംഗീതം:ചാന്ദ് പാഷ | ആലാപനം: ശരീഫ് കൊച്ചിൻ, ഷഹനാസ്, ജമാൽ പാഷ | © D4media","Shareef Cochin, Shahanas, Jamal Pasha","3TosWp6y4NE"
"D4 Media","Irul Niranja Vazhivakkil | Hijaz | D4media","Irul Niranja Vazhivakkil | Hijaz | Music: Chand Pasha | Singers: Shareef Cochin, Shahanas, Jamal Pasha | ഇരുള് നിറഞ്ഞ വഴിവക്കിൽ | ഹിജാസ് | സംഗീതം:ചാന്ദ് പാഷ | ആലാപനം: ശരീഫ് കൊച്ചിൻ, ഷഹനാസ്, ജമാൽ പാഷ | © D4media","Shareef Cochin, Shahanas, Jamal Pasha","pX4N9SwKjlA"
"D4 Media","Iruladanja Duniyavil | Hijaz | D4media","Iruladanja Duniyavil | Hijaz | Music: Chand Pasha | Singers: Shareef Cochin, Shahanas, Jamal Pasha | ഇരുളടഞ്ഞ ദുനിയാവിൽ | ഹിജാസ് | സംഗീതം:ചാന്ദ് പാഷ | ആലാപനം: ശരീഫ് കൊച്ചിൻ, ഷഹനാസ്, ജമാൽ പാഷ | © D4media","Shareef Cochin, Shahanas, Jamal Pasha","7K2WmmOZp_0"
"D4 Media","Makka Shareefenna Naattilannu | Hira Ganangal | D4media","Makka Shareefenna Naattilannu | Hira Ganangal | D4media | മക്കാ ശരീഫെന്ന നാട്ടിലെന്ന് | ഹിറാ ഗാനങ്ങൾ | ഡിഫോർ മീഡിയ","Not credited","zep0deeuwN0"
"D4 Media","Orikkal Nee Marikkum | Hira Ganangal | D4media","Orikkal Nee Marikkum | Hira Ganangal | D4media | ഒരിക്കൽ നീ മരിക്കും | ഹിറാ ഗാനങ്ങൾ | ഡിഫോർ മീഡിയ","Not credited","lrpk9dHc794"
"D4 Media","Paathiraykku Pettunov | Hira Ganangal | D4media","Paathiraykku Pettunov | Hira Ganangal | D4media | പാതിരാക്ക് പേറ്റുനോവ് | ഹിറാ ഗാനങ്ങൾ | ഡിഫോർ മീഡിയ","Not credited","-bzSN41atvU"
"D4 Media","Pooja Pattukalalla | Hira Ganangal | D4media","Pooja Pattukalalla | Hira Ganangal | D4media | പൂജാ പാട്ടുകളല്ല | ഹിറാ ഗാനങ്ങൾ | ഡിഫോർ മീഡിയ","Not credited","6wB6kH301wg"
"D4 Media","Prapancha Naadha | Hira Ganangal | D4media","Prapancha Naadha | Hira Ganangal | D4media | പ്രപഞ്ച നാഥാ | ഹിറാ ഗാനങ്ങൾ | ഡിഫോർ മീഡിയ","Not credited","RGPVcA52_cg"
"D4 Media","Snehathin | Hijaz | D4media","Snehathin | Hijaz | Music: Chand Pasha | Singers: Shareef Cochin, Shahanas, Jamal Pasha | സ്നേഹത്തിൻ | ഹിജാസ് | സംഗീതം:ചാന്ദ് പാഷ | ആലാപനം: ശരീഫ് കൊച്ചിൻ, ഷഹനാസ്, ജമാൽ പാഷ | © D4media","Shareef Cochin, Shahanas, Jamal Pasha","JCQ3Y9I6lPE"
"D4 Media","Uppakku Omana | Hijaz | D4media","Uppakku Omana | Hijaz | Music: Chand Pasha | Singers: Shareef Cochin, Shahanas, Jamal Pasha | ഉപ്പാക്ക് ഓമന | ഹിജാസ് | സംഗീതം:ചാന്ദ് പാഷ | ആലാപനം: ശരീഫ് കൊച്ചിൻ, ഷഹനാസ്, ജമാൽ പാഷ | © D4media","Shareef Cochin, Shahanas, Jamal Pasha","sbQc5XXMX34"
"D4 Media","Varikayay | Hira Ganangal | D4media","Varikayay | Hira Ganangal | D4media | വരികയായ് | ഹിറാ ഗാനങ്ങൾ | ഡിഫോർ മീഡിയ | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ","Not credited","fdzOq0jzvfc"
"D4 Media","Velka Velka Hira Hira | Hira Ganangal | D4media","Velka Velka Hira Hira | Hira Ganangal | D4media | വെൽക വെൽക ഹിറാ ഹിറാ | ഹിറാ ഗാനങ്ങൾ | ഡിഫോർ മീഡിയ","Not credited","8uBZejLv5os"
"D4 Media","അന ലസ്തു | Ana Lasthu | Abathaah | Islamic Song","അന ലസ്തു | അബതാഹ്‌ | സംഗീതം: ചാന്ദ് പാഷ | ആലാപനം: ശരീഫ് കൊച്ചിൻ, രഹ്ന, മുഹമ്മദ് കുട്ടി | Ana Lasthu | Abathaah | Composing: Chand Pasha | Singers: Shereef Cochin, Rahna, Muhammad Kutty | © D4media","ശരീഫ് കൊച്ചിൻ, രഹ്ന, മുഹമ്മദ് കുട്ടി","YEm8VIJp5Os"
"D4 Media","അന ലാ ഉരീദു | Ana Laa Ureedu | Abathaah | Islamic Song","അന ലാ ഉരീദു | അബതാഹ്‌ | സംഗീതം: ചാന്ദ് പാഷ | ആലാപനം: ശരീഫ് കൊച്ചിൻ, രഹ്ന, മുഹമ്മദ് കുട്ടി | Ana La Ureedu | Abathaah | Composing: Chand Pasha | Singers: Shereef Cochin, Rahna, Muhammad Kutty | © D4media","ശരീഫ് കൊച്ചിൻ, രഹ്ന, മുഹമ്മദ് കുട്ടി","cas9c10lDik"
"D4 Media","അബതാഹ്‌ | Abathaah | Islamic Song","അബതാഹ്‌ | സംഗീതം: ചാന്ദ് പാഷ | ആലാപനം: ശരീഫ് കൊച്ചിൻ, രഹ്ന, മുഹമ്മദ് കുട്ടി | Abathaah | Composing: Chand Pasha | Singers: Shereef Cochin, Rahna, Muhammad Kutty | © D4media","ശരീഫ് കൊച്ചിൻ, രഹ്ന, മുഹമ്മദ് കുട്ടി","u5KMf7kddkE"
"D4 Media","അറിവിനായുധം  കൊതിക്കും... ജമീല്‍ അഹ്മദ് /ഷാനവാസ്‌","അറിവിനായുധം  കൊതിക്കും... ജമീല്‍ അഹ്മദ് /ഷാനവാസ്‌","Not credited","LfvmNnx2Ld0"
"D4 Media","ആകാശത്ത് |  ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","ആകാശത്ത്..... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","q0-U0pjWH_g"
"D4 Media","ഇന്ന് ഇസ്‌ലാമിന്റെ /ഹുസ്‌ന","മിന്നാമിനുങ്ങ് | രചന: യു.കെ അബൂസഹ് ല | സംഗീതം: സമീര്‍ ബിന്‍സി, അക്ബര്‍ മലപ്പുറം | ആവിഷ്‌കാരം: എസ്.ഐ.ഒ സംവേദന വേദി | പാടിയത് : ഹുസ്‌ന","ഹുസ്‌ന","gK3tq8WQ1tY"
"D4 Media","ഇസ് ലാം സന്തുലിതം (ഗാനം )","ഇസ് ലാം സന്തുലിതം (ഗാനം )","Not credited","inT7BDYma38"
"D4 Media","ഇസ് ലാം സന്തുലിതമാണ്- ഗാനം","ഇസ് ലാം സന്തുലിതമാണ്- ഗാനം","Not credited","iokwSXMBeZQ"
"D4 Media","ഇസ്‌ലാം പ്രകൃതിയിലേറ്റവുമുന്നതം | Lyric Video | Theme Song | ഇസ്‌ലാം ആശയ സംവാദത്തിന്റെ സൗഹൃദ നാളുകൾ","ഇസ്‌ലാം പ്രകൃതിയിലേറ്റവുമുന്നതം | Lyric Video | Theme Song | ഇസ്‌ലാം ആശയ സംവാദത്തിന്റെ സൗഹൃദ നാളുകൾ | LYRIC- AJMAL MAMPAD | MUSIC, SINGER- AMEEN YASIR | CHORUS- ABOOBAKER KARUVARAKUND, RAFEEQ PANTHALINGAL, SHAFEEK PANTHALINGAL, ANAS EDAVANNA | ART- THAMANNA SITHARA | VIDEO- SAEED KODUNGALLUR | CREATIVE SUPPORT- D4 MEDIA","Not credited","DtfE7DZAH5U"
"D4 Media","എത്ര വന്‍മലകളില്‍... ഹിക്മത്തുല്ല/ ശരീഫ് കൊച്ചിന്‍","എത്ര വന്‍മലകളില്‍... ഹിക്മത്തുല്ല/ ശരീഫ് കൊച്ചിന്‍","Not credited","-5tREcPwYw0"
"D4 Media","എന്തും ആവുന്നതിരിക്കട്ടെ/ സമീര്‍ ബിന്‍സി, ഷാനവാസ്‌","മിന്നാമിനുങ്ങ് | രചന: യു.കെ അബൂസഹ് ല | സംഗീതം: സമീര്‍ ബിന്‍സി, അക്ബര്‍ മലപ്പുറം | ആവിഷ്‌കാരം: എസ്.ഐ.ഒ സംവേദന വേദി | പാടിയത് : സമീര്‍ ബിന്‍സി, ഷാനവാസ്‌","സമീര്‍ ബിന്‍സി, ഷാനവാസ്‌","OBpqGILzSWY"
"D4 Media","എന്നോ മന്നില്‍ പിറന്ന് /സമീര്‍ ബിന്‍സി","മിന്നാമിനുങ്ങ് | രചന: യു.കെ അബൂസഹ് ല | സംഗീതം: സമീര്‍ ബിന്‍സി, അക്ബര്‍ മലപ്പുറം | ആവിഷ്‌കാരം: എസ്.ഐ.ഒ സംവേദന വേദി | പാടിയത് : സമീര്‍ ബിന്‍സി","സമീര്‍ ബിന്‍സി","owCclLY7uhM"
"D4 Media","എന്റെ പ്രാണദീപനാളം | Ente Praana Deepanaalam | Mizhippookkal | Islamic Song","എന്റെ പ്രാണദീപനാളം | മിഴിപ്പൂക്കൾ | രചന: പി.കെ ഗോപി | സംവിധാനം: ചാന്ദ് പാഷ | ആലാപനം: മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ, | ചങ്ങന്നൂർ ശ്രീകുമാർ, സിബെല്ല, രഹ്‌ന, പ്രകാശൻ മണ്ണൂർ | Ente Praana Deepanaalam | Mizhippookkal | Composer: P.K Gopi | Direction: Chand Pasha | Singers: Madhu Balakrishnan, Shereef Cochin, | Changannoor Sreekumar, Cibella, Rahna, Prakashan Mannoor | © D4media","മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ,","v13oE-_9ZOY"
"D4 Media","ഒന്നിച്ചൊന്നായ് | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","ഒന്നിച്ചൊന്നായ്... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","KwNyCm7Fczc"
"D4 Media","ഒരു പിടി മണ്ണിലുണ്ടെന്റെ... പികെ ഗോപി /ഷാനവാസ്‌","ഒരു പിടി മണ്ണിലുണ്ടെന്റെ... പികെ ഗോപി /ഷാനവാസ്‌","Not credited","rsympgRSDtQ"
"D4 Media","ഒരുതിരികൊണ്ട്... ജമീല്‍ അഹ്മദ്/ സിദ്‌റത്തുല്‍ മുന്‍ത്വഹ","ഒരുതിരികൊണ്ട്... ജമീല്‍ അഹ്മദ്/ സിദ്‌റത്തുല്‍ മുന്‍ത്വഹ","Not credited","NU_fN8QgdtI"
"D4 Media","ഓണതുമ്പികളെ | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","ഓണതുമ്പികളെ... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","t67DYjz1yi8"
"D4 Media","ഓരോ വിത്തും | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","ഓരോ വിത്തും... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","4k2kd_kzHiw"
"D4 Media","കനത്ത കന്മതിൽ | Kanatha Kanmathil | Mizhippookkal | Islamic Song","കനത്ത കന്മതിൽ | മിഴിപ്പൂക്കൾ | രചന: പി.കെ ഗോപി | സംവിധാനം: ചാന്ദ് പാഷ | ആലാപനം: മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ, | ചങ്ങന്നൂർ ശ്രീകുമാർ, സിബെല്ല, രഹ്‌ന, പ്രകാശൻ മണ്ണൂർ | Kanatha Kanmathil | Mizhippookkal | Composer: P.K Gopi | Direction: Chand Pasha | Singers: Madhu Balakrishnan, Shereef Cochin, | Changannoor Sreekumar, Cibella, Rahna, Prakashan Mannoor | © D4media","മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ,","TuAoHkY91r4"
"D4 Media","കിളിയുടെ | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍  | Malarvadi Balasangam","കിളിയുടെ... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","j70rbch-93s"
"D4 Media","ചെരാതുകൾ | Lyric Video | Eid Song | D4 Media Song | Cherathukal","ചെരാതുകൾ | Lyric Video | Eid Song | D4 Media Song | Cherathukal | Lyrics: Ameen karakunnu | Music programing mix: saibalan | Dlm studio | Singer: deepak jr | Lyric Video: @JewadPS | Co-Editor: Mueen Ponissery | Creative Support: Mehd Makbool, Shameer Babu | Production: D4 Media","deepak jr","PeKZYx6dzeY"
"D4 Media","ജീവിതപാഠം  പകരും..  ടി.കെ അലി പൈങ്ങോട്ടായി/ അമീന്‍ യാസിര്‍","ജീവിതപാഠം  പകരും..  ടി.കെ അലി പൈങ്ങോട്ടായി/ | അമീന്‍ യാസിര്‍","Not credited","RKMhxNoW8Lc"
"D4 Media","തല്ലിക്കെടുത്തുവാനാരുണ്ട്... ടി.കെ അലി പൈങ്ങോട്ടായി /സമീര്‍ ബിന്‍സി","തല്ലിക്കെടുത്തുവാനാരുണ്ട്... ടി.കെ അലി പൈങ്ങോട്ടായി /സമീര്‍ ബിന്‍സി","Not credited","6M-YjBYu7Gc"
"D4 Media","താരഗണങ്ങൾക്കപ്പുറം പോരാട്ടവീറിന്റെ പെണ്ണിടം | Lyric Video Song | GIO Kerala | Sidhrathul Munthaha","താരഗണങ്ങൾക്കപ്പുറം പോരാട്ടവീറിന്റെ പെണ്ണിടം | ജി.ഐ.ഒ കേരള പുറത്തിറക്കിയ ഗാനം | Music Video By GIO Kerala | Lyrics : Ameen Karakkunnu | Music : Muhsin Kurikkal | Singer : Dr. Sidhrathul Munthaha | GIO was established on March 5 1984. It functions under the supervision of JIH. Gio releases the potential of womenfolk in moulding the society's future. And also intends to uplift the girls and enhance their power of action and reaction. | GIO releases that it is from the girls themselves that the voices for safety and security should wise. | Being a group that works among girls GIO has to make its member realize their space in their families as well as society. Girls should have the courage to shoulder the responsibility of handing over the message of truth to the posterities.","Dr. Sidhrathul Munthaha","BiLtFHcg6Ys"
"D4 Media","തെളിനീര് (ഗാനങ്ങള്‍) ഇടനെഞ്ചിന്‍...","തെളിനീര് (ഗാനങ്ങള്‍) ഇടനെഞ്ചിന്‍...","Not credited","qUeAkNAx4Zk"
"D4 Media","തെളിനീര് (ഗാനങ്ങള്‍) ഇലാഹിന്റെ...","തെളിനീര് (ഗാനങ്ങള്‍) ഇലാഹിന്റെ...","Not credited","s0WVSGheV5c"
"D4 Media","തെളിനീര് (ഗാനങ്ങള്‍) കൈതവമില്ലാത്ത...","തെളിനീര് (ഗാനങ്ങള്‍) കൈതവമില്ലാത്ത...","Not credited","cQzcd3Jtha8"
"D4 Media","തെളിനീര് (ഗാനങ്ങള്‍) പുലിയുടെ കൂട്ടിലെ...","തെളിനീര് (ഗാനങ്ങള്‍) പുലിയുടെ കൂട്ടിലെ...","Not credited","04aVqcnrkQM"
"D4 Media","തെളിനീര് (ഗാനങ്ങള്‍) മാനത്ത് പുഞ്ചിരിച്ചൊരു...","തെളിനീര് (ഗാനങ്ങള്‍) മാനത്ത് പുഞ്ചിരിച്ചൊരു...","Not credited","4qywVueaeoo"
"D4 Media","തെളിനീര് (ഗാനങ്ങള്‍) മിഴിതുറക്കൂ..","തെളിനീര് (ഗാനങ്ങള്‍) മിഴിതുറക്കൂ..","Not credited","dgU-vaRpo64"
"D4 Media","തെളിനീര് (ഗാനങ്ങള്‍) മിഴിനനയുന്നു..","തെളിനീര് (ഗാനങ്ങള്‍) മിഴിനനയുന്നു..","Not credited","EFYfGDEUn_A"
"D4 Media","തെളിനീര് (ഗാനങ്ങള്‍) മിഴിനനയുന്നു...","തെളിനീര് (ഗാനങ്ങള്‍) മിഴിനനയുന്നു...","Not credited","CCWM7CPbw8k"
"D4 Media","തെളിനീര് (ഗാനങ്ങള്‍) സ്ത്രീധന...","തെളിനീര് (ഗാനങ്ങള്‍) സ്ത്രീധന...","Not credited","G4TU3MAxcZ8"
"D4 Media","നമുക്ക് നല്ല പാട്ടുപാടാം | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","നമുക്ക് നല്ല പാട്ടുപാടാം... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","pPqTThgAzqQ"
"D4 Media","നാം മനുഷ്യര്‍ നാം ഒന്ന്- ഗാനം","നാം മനുഷ്യര്‍ നാം ഒന്ന്- ഗാനം","Not credited","h2xEuXt-0-Q"
"D4 Media","പടച്ചോന്റെ പനിനീർപ്പൂ | Padachonte Panineerpoo | Mizhippookkal | Islamic Song","പടച്ചോന്റെ പനിനീർപ്പൂ | മിഴിപ്പൂക്കൾ | രചന: പി.കെ ഗോപി | സംവിധാനം: ചാന്ദ് പാഷ | ആലാപനം: മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ, | ചങ്ങന്നൂർ ശ്രീകുമാർ, സിബെല്ല, രഹ്‌ന, പ്രകാശൻ മണ്ണൂർ | Padachonte Panineerpoo | Mizhippookkal | Composer: P.K Gopi | Direction: Chand Pasha | Singers: Madhu Balakrishnan, Shereef Cochin, | Changannoor Sreekumar, Cibella, Rahna, Prakashan Mannoor | © D4media","മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ,","s9tU1X2unOM"
"D4 Media","പഠിക്കണം പകര്‍ത്തണം | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","പഠിക്കണം പകര്‍ത്തണം... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","zubyMecGhHw"
"D4 Media","പെണ്ണ് കെട്ടിനു /ശരീഫ് കൊച്ചിന്‍, സാജിദ","മിന്നാമിനുങ്ങ് | രചന: യു.കെ അബൂസഹ് ല | സംഗീതം: സമീര്‍ ബിന്‍സി, അക്ബര്‍ മലപ്പുറം | ആവിഷ്‌കാരം: എസ്.ഐ.ഒ സംവേദന വേദി | പാടിയത് : ശരീഫ് കൊച്ചിന്‍, സാജിദ","ശരീഫ് കൊച്ചിന്‍, സാജിദ","uBhwhsENe3Q"
"D4 Media","പ്രശാന്തി പൂക്കും മധുമലര്‍... (ഗാനം)","പ്രശാന്തി പൂക്കും മധുമലര്‍... (ഗാനം)","Not credited","W-Yu8VgPduY"
"D4 Media","പ്രാ‍ർഥന വീഡിയോ ഗാനം | Dua video song | Thanima Kalasahithya Vedi | Eid Malayalam song","പ്രാ‍ർഥന വീഡിയോ ഗാനം | Dua video song | Thanima Kalasahithya Vedi | Eid Malayalam song | മ്യൂസിക്: അബ്ദുൽ സലാം | രചന: ഫൈസൽ കൊച്ചി | പാടിയവർ: ഷംസു, സിറാജ്, നബീല, സഹല, സ്വാലിഹ | ഓർക്കസ്‌ട്രേഷൻ: ഐഎം ഷക്കീർ | മിക്സിംഗ് മാസ്റ്ററിംഗ്‌: അബ്ദുൽ ഹക്കീം","ഷംസു, സിറാജ്, നബീല, സഹല, സ്വാലിഹ","PJeAx2hjSsM"
"D4 Media","ബാക്കിയെന്തുണ്ട്... ജമീല്‍ അഹ്മദ് /ശരീഫ് കൊച്ചിന്‍","ബാക്കിയെന്തുണ്ട്... ജമീല്‍ അഹ്മദ് /ശരീഫ് കൊച്ചിന്‍","Not credited","M740dpak7MU"
"D4 Media","മഞ്ഞു തുള്ളിയായ് | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","മഞ്ഞു തുള്ളിയായ്... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","LfZVnilAywQ"
